"丁冠宇","48302 豐原松山巷94號之3"
"王冠霖","53286 新北景美路7號之8"
"林柏翰","48059 蘆洲東興街7段11號之9"
"蕭淑惠","613 豐原公園街6段719號之9"
"張明宗","77179 桃園市中山路82號之2"
"江俊良","437 北斗中正路7段843號之3"
"林雨霏","709 阿里山市延平巷9段4號5樓"
"林麗華","707 新營市文山路839號9樓"
"姜勝雄","38489 臺中市文山街29號2樓"
"劉世明","220 光復縣大同街24號0樓"
"姚志宏","371 花蓮北投巷63號之9"
"陳文賢","56055 新竹大坪街2號之0"
"劉麗雪","205 蘆洲縣奇岩巷69號4樓"
"蘇志成","896 樹林中山街820號之2"
"李宇軒","78786 雲林建國路712號之8"
"郭冠霖","20055 南投龍山寺巷868號之6"
"陳建宏","978 南投和街街87號之5"
"傅美雲","67496 北港縣民權街3號之2"
"郭玉蘭","90448 草屯劍南街1號之4"
"劉俊男","51288 板橋國凱八德街365號之1"
"陳美華","205 嘉義市昆陽巷6號之5"
"李國雄","34860 高雄新莊路2號2樓"
"李文欽","943 牡丹松山街2段4號之0"
"莊麗華","74447 新營市建國街9號8樓"
"施美慧","934 中和紅樹林路8號7樓"
"陳宗翰","490 臺東縣劍潭巷2段7號之2"
"卓建宏","37669 澎湖縣關渡街345號之0"
"鄭志強","653 北斗市忠孝街24號之0"
"謝建宏","213 新北縣興路9段2號之3"
"劉俊良","502 北港縣頂福州路38號4樓"
"游淑華","56253 新營萬隆巷68號6樓"
"吳文彬","288 宜蘭延平街63號之1"
"林建宏","19248 新北大勇路1段880號之8"
"廖進發","72912 橫山縣文化巷81號0樓"
"林宇翔","789 永和華興路458號8樓"
"楊志偉","70365 樹林龍山寺巷175號之2"
"鄭惠美","137 桃園縣新北投街87號之3"
"黃秀蓮","62561 永和芝山路4號之8"
"林麗雪","899 蘆竹縣仁愛巷8號之8"
"劉俊豪","51882 梅山市和平巷670號7樓"
"陳淑美","794 關山市大仁巷66號1樓"
"楊秋香","32162 臺中雙連街36號3樓"
"莊建宏","94031 連江縣和平路7號之9"
"孫雅雯","72345 板橋縣莒光街4號之3"
"王麗香","51130 南投林森巷168號6樓"
"林冠宏","578 蘆洲縣公園街27號0樓"
"黃秀雲","531 蘆竹博愛街14號6樓"
"蔡美麗","112 嘉義市松山路55號8樓"
"葉永昌","36338 花蓮市自立街1段9號9樓"
"劉俊豪","957 中和縣石牌街8號3樓"
"薛宇翔","93008 屏東文山巷49號3樓"
"陳美華","424 牡丹民享路111號0樓"
"吳美雲","242 太保縣三民街6號2樓"
"王玉梅","89725 太保大仁街51號之4"
"陳心怡","621 臺中西門路455號之3"
"林佳蓉","930 彰化市松山路733號9樓"
"陳雅玲","719 朴子市大橋頭巷440號之8"
"林明德","547 彰化土城巷66號之5"
"涂承翰","32416 新竹市東興巷143號之5"
"劉俊雄","33311 永康新生街5號之8"
"張靜怡","234 嘉義新北投路40號4樓"
"朱麗美","60615 北竿萬隆街74號9樓"
"王建中","58408 永和縣景美路38號之3"
"黃美雲","39820 汐止市和平街3號之0"
"潘俊明","72126 金門大坪巷83號0樓"
"林永昌","30839 馬公建國街488號之8"
"陳俊宇","270 台南市華興巷892號之2"
"林政宏","688 新竹縣光華路9號之2"
"陳文雄","561 白沙市大安巷982號0樓"
"劉冠宇","14893 蘆竹縣信義路2號之1"
"李美惠","717 新竹市中山路8號之2"
"王淑貞","62124 梅山市林森街6號之4"
"高素珠","834 蘆竹迴龍街8號之2"
"吳玉玲","30532 高雄市雙連巷6號7樓"
"尤明哲","88969 樹林淡水路5段88號之2"
"徐麗香","690 永和市明德街74號5樓"
"羅進發","760 豐原市廣慈街73號6樓"
"黃美玉","60492 嘉義廣慈巷45號之3"
"張文傑","40598 牡丹市國凱八德路2段4號2樓"
"劉冠廷","31730 中壢勝利街3段99號3樓"
"魏子涵","54858 桃園莒光路47號8樓"
"張秀鳳","79510 中和文昌街45號之6"
"李淑慧","53366 馬公縣長安巷751號之6"
"黃淑惠","973 臺東興巷63號之7"
"張美惠","79956 草屯市中山路3段1號之7"
"蔡寶珠","15530 新北縣和街街6號9樓"
"周博文","40003 樹林縣新埔巷58號之6"
"黃承恩","42068 員林忠孝路7號5樓"
"吳欣怡","90226 樹林縣永寧街51號8樓"
"劉博文","705 桃園市民享路7號之4"
"陳承恩","67002 中和市象山街39號之9"
"羅承恩","10217 嘉義光華街6段7號6樓"
"張麗珍","375 花蓮縣新生巷4號之7"
"紀宥廷","500 彰化縣新店巷348號之6"
"王淑卿","55456 台東仁愛街5號之4"
"陳碧雲","23486 北斗民有巷984號之6"
"何志宏","206 竹北建國街928號6樓"
"楊美蘭","18225 苗栗光復路595號4樓"
"何進財","197 嘉義市天母路17號8樓"
"劉博文","766 朴子新埔巷7段43號7樓"
"張美娟","89258 白沙市昆陽巷123號之3"
"魏志成","545 橫山民富路5段9號之8"
"林文彬","99757 基隆市和街街7號之2"
"李雅慧","93229 牡丹文山街1號0樓"
"吳秀美","851 朴子縣石牌巷101號4樓"
"胡美麗","21855 高雄勝利街6號之7"
"黃淑慧","91180 連江學府街7段3號7樓"
"陳秋香","194 白沙市淡水巷71號之0"
"何承翰","46458 平鎮新生路115號6樓"
"劉品睿","785 關山縣永安街34號9樓"
"李雅惠","532 新北市紅樹林巷54號之5"
"陳文忠","72060 新北信義路1段122號1樓"
"林月英","17088 竹北民享街4號9樓"
"林榮華","93656 永和縣大智路53號0樓"
"鄭淑貞","62716 阿里山大仁路35號0樓"
"黃子宸","91092 屏東縣景美路23號6樓"
"廖秀琴","69821 金門縣大橋頭街3號之5"
"吳俊廷","209 竹田動物園路932號3樓"
"羅家豪","21820 白沙莒光路6號5樓"
"劉威廷","28974 卑南文化街8段11號之4"
"楊子豪","10475 大里市劍潭街572號5樓"
"傅志偉","423 三重長春巷95號3樓"
"劉承翰","508 樹林太平巷585號0樓"
"王淑芬","24594 台東永安巷15號6樓"
"曾子宸","23132 永和迴龍巷5段2號之9"
"黃永昌","50946 新營縣林森街4號之8"
"王秀美","276 豐原士林路48號之4"
"陳素蘭","52724 中和市淡水巷4段775號之8"
"王志豪","408 基隆民族街5號1樓"
"劉子恩","702 彰化迴龍巷9號之1"
"高國榮","81314 連江文山巷17號2樓"
"陳秀梅","49369 豐原縣大坪街43號之3"
"徐俊傑","394 臺中昆陽路4號6樓"
"陳建宏","998 台中長安街7號6樓"
"胡秀鳳","43776 中和自由路1號2樓"
"余世昌","85137 連江新埔巷8號1樓"
"巫美鳳","96105 橫山成功路99號之6"
"陳家豪","721 大里市大勇巷13號5樓"
"林淑芬","898 平鎮大橋頭巷235號5樓"
"劉子豪","98837 苗栗福安巷8號8樓"
"鄭素珠","57876 高雄市新生路11號5樓"
"賴文彬","695 蘆竹縣博愛巷448號1樓"
"吳秀鳳","90264 古坑景美巷839號2樓"
"秦家豪","73008 連江市明德巷6段93號9樓"
"黃心怡","20538 基隆水源路2段72號之2"
"陳志成","902 台北縣新生街3號之0"
"張碧珠","27560 豐原市和街街95號之7"
"李信宏","302 古坑縣新莊巷2段3號之4"
"游明輝","52590 台南大坪路3段9號1樓"
"劉宇軒","306 板橋市三民路37號之0"
"歐明哲","60897 北港忠孝巷54號之4"
"陳文欽","511 梅山信義巷71號7樓"
"呂淑芬","59381 大里雙連街46號2樓"
"程志鴻","624 豐原昆陽街2段63號3樓"
"施宜蓁","236 連江縣大勇街166號之7"
"李子翔","25114 新營大同巷6號4樓"
"柯柏宇","93564 臺東市新店路6段7號之7"
"林明輝","75589 頭份市奇岩路93號5樓"
"黃冠宏","11793 馬公市關渡街27號之5"
"劉宇軒","431 頭份市東興巷3號3樓"
"粘志偉","76005 中和市三民街5號0樓"
"侯嘉宏","93459 新營建國街9號之2"
"朱文龍","374 朴子市雙連路5段403號之1"
"羅建宏","26009 新營新生路75號之7"
"黃婉婷","358 台東中興街620號4樓"
"黃世昌","75970 員林市民有路515號4樓"
"黃家豪","355 卑南文山路962號2樓"
"邱秀珠","820 橫山大橋頭街84號4樓"
"陳秀梅","21018 太平市永安巷662號之2"
"劉建興","73876 板橋縣信義路2號8樓"
"施志明","50221 卑南福德街93號之8"
"陳建華","643 新營民有街599號6樓"
"饒美玲","63922 臺中縣林森路343號2樓"
"林威廷","44934 太保縣南街6號1樓"
"楊秀英","50037 大里大同路637號0樓"
"高文傑","954 竹田育英巷4段418號1樓"
"陳美麗","15217 澎湖縣民富街15號9樓"
"黃俊豪","57201 金門市復興巷41號之9"
"李志成","80999 臺中迴龍路5號之0"
"劉建華","419 褒忠廣慈巷558號之7"
"郭冠霖","89098 永康市勝利巷33號0樓"
"佘國雄","196 花蓮土城路21號9樓"
"李金龍","46786 竹田中華街3號2樓"
"張榮華","46606 永和市文化巷4段5號8樓"
"許宗翰","29524 豐原市龍山寺街3段274號3樓"
"陳麗美","35272 八德縣華興街993號8樓"
"呂俊良","30919 桃園市奇岩路23號之2"
"方文華","58797 北竿和街巷3段7號之1"
"林麗玲","96348 臺中縣長安街5段575號之9"
"劉建銘","375 中和光明路925號9樓"
"蘇志誠","26179 古坑德路530號5樓"
"邱建銘","41310 雲林縣芝山路7號2樓"
"陳素卿","98775 中和市民族路7段198號之7"
"張怡君","52812 豐原市長安巷5號7樓"
"黃志銘","18994 大里縣奇岩巷532號之6"
"曾麗美","935 桃園市奇岩街94號7樓"
"方勝雄","91157 樹林市石牌路2號之7"
"蔡世明","612 光復縣國凱八德路964號之5"
"孫秋月","261 桃園縣國凱八德街831號之3"
"劉彥廷","563 豐原景美街401號之3"
"李宗憲","51051 竹北文昌巷8號8樓"
"楊淑惠","429 汐止縣頂福州街1號之3"
"吳淑玲","92738 竹北市西門路841號之0"
"陳冠霖","27600 蘆洲市明德街4段831號之2"
"趙文雄","983 阿里山中正街91號1樓"
"蔡語彤","39293 中和石牌巷59號0樓"
"陳美鳳","71531 嘉義興街403號9樓"
"林志豪","149 彰化市奇岩路802號1樓"
"謝正義","64434 八德新莊巷10號之1"
"劉彥廷","86730 三重和街街9段16號5樓"
"黃詩涵","27467 光復市正義路4段557號1樓"
"黃玉梅","480 新營大坪巷38號0樓"
"白國華","362 彰化市大智路30號0樓"
"林彥廷","558 新竹縣大安路44號5樓"
"余秀霞","89057 豐原中和街759號7樓"
"邱美玲","42557 樹林市光華街50號之2"
"柯淑貞","36582 北斗北投巷83號9樓"
"李素珍","77721 北港仁愛巷37號7樓"
"曹秀蓮","90688 阿里山縣淡水路37號0樓"
"劉志偉","56321 白沙新北投街4號0樓"
"葉靜怡","970 高雄市新生巷7號之6"
"安雅慧","73693 關山市建國巷799號之8"
"黃淑芬","48013 臺東縣蘆洲路74號之3"
"劉雅婷","199 員林縣劍潭巷4段7號0樓"
"吳明宗","87205 臺東太平路228號之8"
"林麗珠","750 永康信義街96號6樓"
"張志文","279 太保象山路7號0樓"
"張美華","331 蘆洲縣光華街25號0樓"
"任俊銘","34228 新竹芝山街53號6樓"
"劉志強","20640 金門市石牌街19號之5"
"邱欣怡","714 阿里山市林森巷493號之0"
"莊志忠","38197 樹林市南巷4段9號之5"
"鍾淑慧","691 卑南市和平街7號5樓"
"董淑美","394 桃園市天母巷1段80號6樓"
"林俊宏","498 汐止市廣慈路809號之9"
"鄧玥彤","47706 板橋中央路1段2號之9"
"萬志強","56995 橫山縣和平巷705號之7"
"陳秀英","54094 太平市大智路274號之7"
"李詠晴","316 南投國凱八德街332號之4"
"劉志成","35665 新竹光華巷892號4樓"
"胡進財","945 宜蘭市雙連路579號0樓"
"李彥廷","768 北斗縣大勇街9號6樓"
"蔡玥彤","85258 中壢縣中和巷451號之8"
"徐明宗","837 彰化石牌路8段4號之3"
"楊秀蘭","931 八德松山巷2號4樓"
"陳素卿","971 樹林縣大同街313號之5"
"黃明宗","55707 褒忠市昆陽巷8段299號4樓"
"陳信宏","25591 台南市太平巷91號3樓"
"林惠玲","324 新竹市民權路3號之8"
"劉志誠","750 屏東縣自由路9號7樓"
"徐家榮","322 蘆竹延平街798號之6"
"張素貞","136 汐止永寧巷6號之8"
"丁素蘭","850 太保市五福街7號之2"
"王雅雯","66901 阿里山市士林路6段834號7樓"
"張進發","99783 竹北水源路147號之8"
"林志偉","18050 三重市中和街8號之7"
"林惠美","21399 彰化頂福州巷3號3樓"
"王國榮","72351 苗栗長春路452號之0"
"宋冠宇","67357 太平縣景美路9段212號6樓"
"劉志銘","67547 新營延平街90號7樓"
"余惠珍","563 古坑縣長安路2段733號9樓"
"林彥廷","587 豐原縣永安街3段88號8樓"
"王家榮","96895 平鎮市和平巷865號1樓"
"柯秀蘭","991 新營南街13號之5"
"謝美華","93599 古坑德巷2段46號之9"
"陳志忠","75752 嘉義新生巷605號8樓"
"林素珠","40251 苗栗動物園巷34號之7"
"邱志賢","650 白沙縣新興巷889號之6"
"羅柏霖","78716 光復公園街4號5樓"
"劉惠美","122 永康縣天母路1號1樓"
"林玉英","797 中和縣蘆洲巷7號1樓"
"林俊宏","49864 大里市學府街54號7樓"
"王玉蘭","17663 新營縣淡水路88號之1"
"楊家銘","161 屏東博愛路842號1樓"
"徐哲瑋","707 褒忠大坪路770號之8"
"盧月英","528 基隆縣文化街70號之6"
"李文祥","30795 台北大勇街946號2樓"
"蔡秋香","147 馬公龍山寺街618號4樓"
"何素蘭","28535 鳳山信義路3號2樓"
"劉慧玲","733 台南平和街1號6樓"
"蔡志賢","332 員林劍南巷436號之9"
"陳俊宏","66238 楊梅縣永安巷1號之0"
"江素貞","69025 褒忠信義街60號之3"
"陳美鳳","833 褒忠南巷4號之7"
"陳柏諺","34849 連江華興巷2段1號6樓"
"林麗華","546 草屯縣景美街4號3樓"
"黃俊賢","94905 苗栗縣民族街63號之7"
"譚正雄","892 板橋光華路5號9樓"
"林建銘","34645 光復五福街1號之7"
"劉承恩","32592 新北市石牌路84號1樓"
"陳明德","671 白沙小碧潭路337號3樓"
"蔡淑貞","480 阿里山縣土城街984號之2"
"李美麗","794 嘉義信義路1號8樓"
"鍾秀琴","842 嘉義市中興路2段5號之3"
"李秀琴","697 澎湖市雙連路49號3樓"
"侯威廷","91598 新營民生街308號之7"
"陳榮華","642 台中縣淡水路7段4號之8"
"童雅玲","302 八德縣大仁巷222號之5"
"莊麗華","348 新北新北投路10號之5"
"劉承翰","473 斗六市北投街102號之3"
"莊建良","201 馬公縣平和街7段845號4樓"
"廖碧霞","685 基隆永寧路82號3樓"
"洪宗翰","10234 中壢淡水路9號2樓"
"郭俊賢","559 台中中正巷2號8樓"
"魏建宏","286 白沙自立路7段602號之0"
"曾博文","505 阿里山新生巷205號2樓"
"吳明宗","97310 新竹市平和路616號之9"
"林信宏","20556 褒忠土城街268號之5"
"陳俊銘","81227 阿里山市新興巷8號之5"
"劉承翰","72722 臺東民族路5號之9"
"林玉英","42407 朴子縣龍山寺街7號之2"
"林秀美","19233 頭份市紅樹林街919號之4"
"黃秀珍","742 蘆洲光華街4段84號之6"
"簡佳蓉","35991 太保縣大仁路54號5樓"
"劉文華","451 新營縣大仁街3號之7"
"楊義雄","550 嘉義芝山路1段8號0樓"
"丁家豪","663 太平大勇街8段2號之1"
"阮秀蘭","44338 新北長安巷1段3號4樓"
"陳素琴","51516 屏東縣和平巷82號之6"
"劉政宏","830 八德縣民治巷30號1樓"
"吳俊宇","136 褒忠育英街241號1樓"
"黃宇軒","850 朴子縣新生路7號之5"
"楊志偉","22575 臺中新生巷447號之2"
"謝淑娟","61117 光復雙連街8段601號4樓"
"黃美珠","18448 金門市東興路3段9號之9"
"唐靜怡","824 中和中央街452號之8"
"洪明珠","69432 永和興巷344號7樓"
"黃慧玲","78353 台北萬隆路24號4樓"
"張雅惠","90448 雲林大同街4段39號之2"
"劉文忠","214 朴子市劍潭巷55號之0"
"黃明輝","478 新營新生巷95號之6"
"江子宸","80274 白沙光華街93號0樓"
"文承恩","347 雲林市劍潭路814號之6"
"洪淑華","618 竹北林森路3號之4"
"蘇雅惠","280 新竹四維路872號2樓"
"黃國雄","39940 豐原長安巷924號之2"
"柯玉英","69781 北斗延平路42號之4"
"周秀琴","479 嘉義學府路59號4樓"
"趙美玲","289 蘆洲永和巷4號9樓"
"劉文祥","372 白沙縣東湖街7段677號之1"
"章淑芬","51947 太保石牌路1段2號之9"
"朱家豪","529 中壢五福路88號9樓"
"周俊良","222 太平博愛路3段23號之5"
"賴志明","67494 太平縣民享路648號8樓"
"毛榮華","348 南投縣民治街75號之9"
"張素卿","87004 太保市小碧潭路5號之4"
"顏玉蘭","322 板橋五福街183號5樓"
"鄭俊傑","89535 平鎮縣新北投巷65號7樓"
"曾佳穎","386 汐止大同路191號之6"
"劉明德","56021 蘆竹縣光明街495號0樓"
