"丁哲瑋"|"410 澎湖市紅樹林街80號之6"
"陳雅婷"|"801 豐原新莊街5段42號之8"
"郭建良"|"882 新營奇岩街29號之8"
"鄧麗玲"|"273 桃園市永和街5段39號7樓"
"潘哲瑋"|"25011 永康市古亭街13號8樓"
"凃俊男"|"223 朴子市小碧潭街96號2樓"
"林建興"|"87722 新竹縣水源路52號之2"
"陳明德"|"16927 南投民族巷5段33號之5"
"林冠宇"|"392 臺東縣新興路12號1樓"
"梁家豪"|"51619 連江縣民族路84號之1"
"林志雄"|"24071 頭份縣四維巷966號7樓"
"黄麗雲"|"592 新營東湖路149號之6"
"蕭秀枝"|"282 馬公和平街8號3樓"
"李淑芬"|"422 臺中縣民有路6段818號2樓"
"曾惠玲"|"939 花蓮市福德街9號之0"
"凃宗霖"|"649 關山成功街5號之2"
"謝雅玲"|"85773 橫山水源路71號1樓"
"楊美麗"|"212 臺中市莒光街653號之9"
"黃文章"|"73035 中壢長安街9段6號之9"
"陳麗雲"|"638 台東縣龍山寺街3段1號9樓"
"孫冠霖"|"876 蘆洲石牌街6段813號之8"
"陳雅婷"|"32985 阿里山頂福州巷500號8樓"
"黃碧珠"|"632 宜蘭松山巷7號之6"
"陳淑珍"|"27306 白沙和街街15號6樓"
"黃麗卿"|"308 竹田新生街6號5樓"
"凃美華"|"600 員林光明巷23號之6"
"黃志文"|"350 新竹市中山街9段9號之2"
"洪淑芳"|"704 台北市頂福州街182號之0"
"曾建良"|"83470 台東新北投巷319號之6"
"徐淑玲"|"155 八德復興街5號0樓"
"陳麗珠"|"605 竹田縣文化路7段6號之0"
"李子睿"|"60626 頭份萬隆路21號之2"
"陳志雄"|"67913 新竹三民街86號之7"
"葉素珍"|"96052 高雄長安巷5號5樓"
"張義雄"|"298 南投市公園路80號8樓"
"凃金龍"|"522 褒忠光明街4段283號之9"
"黃志遠"|"18913 雲林新生街9段18號2樓"
"林家豪"|"592 古坑縣中興路5號7樓"
"黃建志"|"987 竹北動物園巷5號5樓"
"周志偉"|"69673 蘆洲市景美巷67號2樓"
"陳宇翔"|"578 台東市仁愛路1段58號之7"
"呂俊賢"|"29856 新竹縣自強巷2段841號0樓"
"蔡國華"|"55512 雲林市正義街3段242號0樓"
"陳秀鳳"|"89597 三重公園巷5段967號9樓"
"張明輝"|"91405 北斗縣關渡路5號之0"
"凌寶珠"|"841 白沙林森街3號8樓"
"黃俊傑"|"68138 褒忠中興路9段7號之5"
"薛淑娟"|"53945 金門長春街303號2樓"
"徐惠美"|"70328 澎湖縣劍南巷386號9樓"
"陳明哲"|"30988 新竹士林街622號之4"
"劉淑芬"|"211 竹北四維路42號7樓"
"徐文彬"|"767 白沙市芝山巷65號之1"
"楊淑敏"|"67714 光復勝利路48號0樓"
"蔡郁婷"|"49732 台中市信義街1號5樓"
"陳秀玉"|"17492 八德縣雙連巷6段198號之4"
"凌志賢"|"28457 梅山市福安路4號8樓"
"陳威廷"|"489 平鎮縣長春街26號2樓"
"胡建成"|"67164 新北市國凱八德巷621號1樓"
"賴美英"|"428 古坑新莊街9號之1"
"顏碧霞"|"79757 花蓮新莊巷56號之7"
"游明珠"|"808 連江福安街5段94號9樓"
"藍建成"|"729 高雄市大智路9號之0"
"林宇翔"|"37742 基隆縣忠義街16號之4"
"李家銘"|"505 宜蘭建國路2號之6"
"宋榮華"|"75461 蘆洲林森路439號4樓"
"利家豪"|"216 三重市民生街2號之8"
"羅靜宜"|"803 牡丹新生路450號2樓"
"蕭俊宏"|"607 朴子縣古亭路71號之9"
"張麗珠"|"236 蘆竹育英街1號之4"
"蘇俊宏"|"61628 桃園奇岩街3段204號之6"
"張美英"|"24022 牡丹信義巷9號之6"
"林麗美"|"799 阿里山中華街301號之8"
"許家銘"|"97032 新竹縣新北投街667號之2"
"陳宗霖"|"59993 卑南大勇路703號之9"
"黃聰明"|"14099 桃園博愛街28號之0"
"劉仁傑"|"68231 北港新生巷373號之2"
"陳素珠"|"80454 卑南市大安巷39號之6"
"朱武雄"|"578 褒忠縣奇岩巷33號9樓"
"賴承翰"|"67406 台北芝山街3段873號之2"
"鄭麗雪"|"81985 新營信義路97號2樓"
"馬秋香"|"295 頭份中央路3段750號1樓"
"張素貞"|"944 豐原新興路667號之9"
"葉淑芬"|"60147 嘉義士林路55號之8"
"林宜蓁"|"280 馬公華興巷9號之2"
"阮博文"|"52095 桃園縣博愛路352號之3"
"劉佳玲"|"74368 蘆竹東湖街3號之7"
"陳麗華"|"656 員林成功路3號1樓"
"林建中"|"93771 永和市大同街8段185號6樓"
"江文祥"|"30267 馬公福安街2段895號之0"
"陳雅玲"|"22721 北斗市民有街26號之1"
"陳碧珠"|"528 汐止市天母巷111號0樓"
"黃淑惠"|"305 台北縣文山巷48號3樓"
"吳志雄"|"716 頭份市大同街1號之3"
"楊麗美"|"333 北竿市光明街5號之5"
"張美珍"|"58714 花蓮縣自強街56號之9"
"劉俊佑"|"95165 北竿中山路69號2樓"
"劉聰明"|"43382 連江古亭巷8號之4"
"周俊廷"|"279 楊梅水源巷6號之4"
"賴苡菲"|"274 金門復興路53號之6"
"洪秀鳳"|"54581 豐原市正義巷3段44號之1"
"温明輝"|"53306 臺東縣育英路5號之3"
"莊秀雲"|"215 桃園平和路3段4號之4"
"簡秀梅"|"73268 新竹市士林街22號8樓"
"鄧國榮"|"18109 台中縣光復路37號6樓"
"盧榮華"|"83266 竹田中興巷73號9樓"
"劉俊傑"|"66332 梅山三民巷10號之8"
"謝秀珠"|"51399 屏東縣育英路334號之6"
"陳文忠"|"305 新北和平路41號8樓"
"邱子宸"|"46261 古坑新生路911號2樓"
"蔡金龍"|"808 高雄四維街1段8號3樓"
"楊勝雄"|"21913 花蓮光復巷694號1樓"
"蔡柏翰"|"26184 光復市石牌街716號1樓"
"陳淑華"|"45775 新竹縣育英巷4號1樓"
"連美麗"|"50490 馬公市淡水街4號8樓"
"陳志誠"|"77499 汐止縣關渡路748號之1"
"劉俊明"|"25947 臺東興街74號之8"
"盧建宏"|"395 馬公縣大橋頭街692號之1"
"謝碧霞"|"63204 苗栗縣明德巷23號2樓"
"陳柏諺"|"52586 牡丹蘆洲街71號8樓"
"陳淑珍"|"65458 梅山縣松山路74號之7"
"張子晴"|"540 中壢莒光街3段983號7樓"
"莊怡君"|"23280 牡丹萬隆巷8段3號8樓"
"許承恩"|"37448 南投市新店巷7號之3"
"林俊傑"|"696 新營縣光明路8號4樓"
"張淑娟"|"801 大里市奇岩路4號之0"
"劉冠宇"|"238 中和信義路78號之0"
"郭秀枝"|"21674 蘆洲民享巷9段532號之3"
"張素蘭"|"85799 豐原市福德路103號之9"
"陳世明"|"223 金門縣公園路64號0樓"
"楊冠宇"|"61542 中和市三民巷4號之1"
"梁雨霏"|"461 北斗新莊巷9號1樓"
"陳文賢"|"67451 北斗民享路11號之4"
"張建中"|"37821 新竹博愛街651號之7"
"楊金蓮"|"588 板橋萬隆巷900號之3"
"莊俊宏"|"21382 彰化縣中山路7段913號之4"
"劉冠宏"|"15366 白沙景美街465號4樓"
"賈欣怡"|"82218 南投縣士林街9號4樓"
"陳淑貞"|"78407 嘉義市華興街567號之3"
"林文欽"|"217 八德和街街506號7樓"
"鄒宗霖"|"15671 宜蘭市新生路608號之7"
"林志強"|"60149 花蓮市新興街8段846號之7"
"陳雅惠"|"11783 苗栗縣光華街7號6樓"
"曾柏宇"|"20293 豐原建國路793號之0"
"蔡俊宏"|"435 阿里山縣關渡街2段5號之8"
"潘俊明"|"734 褒忠縣博愛路77號之1"
"劉勝雄"|"76039 苗栗中山路576號之0"
"王淑惠"|"72737 台中縣南街7號4樓"
"蔡文華"|"633 台南市民權街43號之9"
"張美惠"|"248 基隆市大坪巷6號之9"
"薛俊佑"|"96479 苗栗新莊街3號之3"
"林淑芬"|"28302 中壢縣興街850號之5"
"游月娥"|"44327 員林市大仁街957號3樓"
"葉秀珠"|"218 大里市民族巷2號9樓"
"徐淑娟"|"93365 花蓮縣劍南路75號3樓"
"陳玉蘭"|"35916 橫山縣勝利街8號之9"
"劉品睿"|"91539 台東市大坪街5號之0"
"王進興"|"78008 北竿縣民享巷371號6樓"
"林麗美"|"66598 員林市府中路92號6樓"
"于麗珠"|"67811 澎湖縣新生路89號之6"
"曾麗卿"|"811 汐止新店路5號9樓"
"李素珍"|"85865 朴子市中華街65號之2"
"林進發"|"413 台東市莒光街1號3樓"
"徐月英"|"608 汐止縣新興巷5號6樓"
"劉淑美"|"97468 金門中興路742號之7"
"鄭美麗"|"559 太平市復興巷98號之8"
"劉國榮"|"26219 屏東市四維路2號之1"
"蘇聰明"|"89436 北港民富街962號之6"
"王美慧"|"70083 基隆縣大仁街7段52號3樓"
"黃麗玲"|"372 南投長安街553號之4"
"陳哲瑋"|"14666 南投芝山巷378號6樓"
"黃美玉"|"710 桃園中央路6段73號之7"
"張子恩"|"93152 竹田華興街7號之7"
"陳淑娟"|"12313 光復市中和路36號之8"
"蔡麗玲"|"466 卑南廣慈街2段8號之0"
"李國榮"|"54670 蘆竹縣永安路3段449號之7"
"劉國雄"|"162 雲林古亭街42號9樓"
"徐秀雲"|"81116 台北民享路37號6樓"
"何淑珍"|"65921 汐止市東湖路1段82號2樓"
"黃彥廷"|"584 竹田成功街7段4號之9"
"蔡雅慧"|"939 白沙大勇路51號0樓"
"楊素貞"|"953 阿里山縣光復街3號0樓"
"黃雨霏"|"95205 臺東縣民生街609號8樓"
"高宸睿"|"82411 鳳山縣忠孝路331號8樓"
"魯柏翰"|"60073 澎湖縣平和街23號之3"
"林建中"|"105 嘉義奇岩路4段6號之9"
"劉國雄"|"73263 白沙縣廣慈街849號之3"
"朱明珠"|"55040 新竹勝利街158號6樓"
"李雅雯"|"77283 桃園市五福街987號之1"
"王玉蘭"|"206 竹田新店路4段88號6樓"
"陳淑敏"|"43358 桃園市民享街175號之1"
"賴柏宇"|"346 南投市五福巷28號8樓"
"陳俊銘"|"632 桃園縣國凱八德路597號2樓"
"曾麗娟"|"15230 花蓮縣民享路489號之5"
"杜月娥"|"13158 桃園縣天母路751號0樓"
"謝素珍"|"60665 牡丹新埔路5號5樓"
"劉國雄"|"77049 關山光華路27號4樓"
"黃淑貞"|"482 宜蘭長春巷1號7樓"
"趙明哲"|"32531 光復興巷9段1號之9"
"陳志明"|"495 馬公自立路65號之2"
"朱冠霖"|"95947 澎湖市勝利路53號5樓"
"陳國榮"|"835 朴子大仁街4號之9"
"許榮華"|"10859 彰化市國凱八德街7段53號2樓"
"張秋香"|"514 彰化市中山街5號6樓"
"柳家宏"|"91622 新竹光明巷663號0樓"
"林俊明"|"61629 八德博愛路2段900號8樓"
"劉宗霖"|"504 蘆洲光復巷1號6樓"
"陳威廷"|"792 北港市大坪巷18號之2"
"羅子睿"|"51530 屏東縣忠義巷65號之0"
"江家豪"|"71379 台北市四維路5段14號之7"
"李秀鳳"|"928 朴子民享路644號之1"
"林雅雯"|"47653 頭份市動物園路732號之4"
"許志豪"|"28814 板橋大同街616號之2"
"洪志雄"|"78530 新北和平路34號之3"
"吳麗玲"|"816 永康東興街9號8樓"
"嚴明德"|"21158 平鎮市松山巷23號之0"
"劉宗霖"|"66185 鳳山縣劍南路1號之4"
"陳淑芳"|"38696 北港國凱八德巷4段23號之5"
"葉志豪"|"82045 古坑土城路7號3樓"
"許進財"|"608 樹林土城街9號之5"
"莊文傑"|"956 關山長春路1號5樓"
"陳淑美"|"73139 桃園林森巷6段955號4樓"
"林建宏"|"849 板橋長安街7號4樓"
"李美珍"|"947 台東三民路199號之8"
"蔡怡君"|"25059 員林縣自由巷91號之1"
"吳麗珠"|"422 連江縣文昌街6號0樓"
"劉宜蓁"|"50323 新營中山路2段2號之7"
"鄭志偉"|"33970 蘆竹民享街16號2樓"
"顏麗美"|"293 牡丹縣明德路7段530號6樓"
"高秀霞"|"36301 北港復興路7段6號之2"
"顏建成"|"70339 樹林縣自由街25號之7"
"陳文傑"|"134 白沙奇岩街3號之0"
"王玉鳳"|"36189 太平和平街8號3樓"
"楊建華"|"539 台北市成功路984號6樓"
"林麗華"|"669 連江市莒光路3段950號1樓"
"蘇雅惠"|"77638 草屯市華興路71號8樓"
"劉宜蓁"|"77253 馬公永和街319號之9"
"黃哲瑋"|"83789 八德縣新店街1段1號之7"
"賴文欽"|"77035 平鎮縣芝山街339號7樓"
"陳玉英"|"81597 太平縣自強街26號之9"
"陳麗雪"|"64076 大里府中路7段701號之4"
"葉淑娟"|"491 光復博愛街211號之5"
"陳淑芳"|"294 草屯中山路306號之4"
"莊柏霖"|"39796 光復大仁巷30號之0"
"陳春美"|"69091 高雄復興街109號5樓"
"陳郁婷"|"260 永和林森街780號3樓"
"劉家宏"|"45913 太保縣大智路50號之9"
"廖怡婷"|"130 花蓮市明德路3段36號之6"
"呂淑美"|"715 大里縣文昌巷3段6號5樓"
"林素貞"|"98583 北斗市芝山巷7號5樓"
"鄭宥蓁"|"997 大里縣水源巷8段371號之3"
"施淑敏"|"28345 竹田東湖路69號之6"
"王秀鳳"|"276 新竹德巷500號2樓"
"謝雅惠"|"122 竹田縣長春路64號4樓"
"楊建良"|"76571 平鎮仁愛巷1號之4"
"張志明"|"58206 臺東縣德巷8號之2"
"劉家豪"|"29793 金門縣中和路8號之4"
"賴志明"|"45089 光復中正街16號之0"
"顏建宏"|"604 北斗縣三民街5號8樓"
"林志銘"|"894 八德縣新北投巷1號之1"
"張麗玲"|"27735 員林府中巷3段94號之5"
"賴文龍"|"87558 澎湖新店巷6段3號5樓"
"許麗珠"|"85121 牡丹縣民族街46號2樓"
"廖家豪"|"643 太保中和街817號之7"
"王柏睿"|"202 北竿華興街9段41號之2"
"林淑芬"|"44435 平鎮福德路3號9樓"
"劉家豪"|"997 平鎮市昆陽街501號之8"
"林信宏"|"75835 永康縣大智路2號之8"
"顏秀美"|"985 太平興巷4號3樓"
"黃志遠"|"106 中壢縣石牌路2號7樓"
"楊承恩"|"568 高雄自立路3段422號之6"
"劉淑貞"|"784 光復縣國凱八德巷3號之9"
"黃玉梅"|"511 太平自由路67號3樓"
"林志賢"|"89397 澎湖中興街56號之1"
"謝志偉"|"77362 竹田市福德街25號5樓"
"沈建良"|"127 中和市永寧街95號之3"
"劉宸睿"|"958 平鎮新生路58號之3"
"吳宇翔"|"23174 南投中山巷742號之5"
"詹佩珊"|"57425 橫山市文山巷89號4樓"
"黃秀霞"|"504 澎湖長安路2號0樓"
"楊俊傑"|"502 新竹縣太平路5段29號之7"
"張博文"|"54697 桃園市仁愛街228號3樓"
"彭秀美"|"829 卑南縣大智路68號1樓"
"李碧雲"|"43471 頭份縣新莊巷55號2樓"
"倪麗珠"|"386 彰化市新興巷79號0樓"
"彭榮華"|"958 樹林縣育英巷2段7號7樓"
"劉建宏"|"16707 蘆竹縣雙連巷872號8樓"
"許美麗"|"597 桃園縣太平巷2段386號9樓"
"劉麗琴"|"617 八德廣慈路6段53號之0"
"蔡美慧"|"206 頭份中正路9號之8"
"張家豪"|"51927 朴子縣南巷7號7樓"
"江聰明"|"21659 褒忠縣大仁路522號8樓"
"林冠宇"|"70522 宜蘭縣蘆洲街608號之7"
"葉哲維"|"785 板橋永和路208號1樓"
"陳秀蘭"|"29782 北竿文昌路43號之5"
"陳志鴻"|"66377 草屯士林路6號之5"
"劉心怡"|"381 樹林士林街50號4樓"
"潘美慧"|"50293 桃園縣大同路634號之5"
"郭志強"|"410 桃園興路16號之6"
"陳美惠"|"58902 桃園淡水巷81號8樓"
"賴明德"|"50051 頭份市新莊路25號6樓"
"林信宏"|"59783 新竹市永安街9段9號1樓"
"黃文正"|"970 桃園市育英巷9段98號之1"
"廖怡婷"|"56839 員林文化巷14號之9"
"李雅慧"|"13474 新竹市光復路42號4樓"
"李志賢"|"63507 新北縣三民街38號3樓"
"劉心怡"|"494 高雄光華街27號4樓"
"卓淑娟"|"354 台東縣永安街6號之5"
"陳佳蓉"|"868 樹林市長春巷3段6號7樓"
"江美娟"|"18842 中壢縣雙連街429號之8"
"許文正"|"31974 草屯縣光復巷7段6號之3"
"潘明德"|"450 牡丹學府街4號之8"
"蘇志遠"|"194 桃園縣博愛路821號之3"
"陳淑慧"|"614 卑南市育英巷84號0樓"
"陳秀霞"|"41173 澎湖民富街935號2樓"
"蔡秀英"|"138 汐止市光明巷3段6號9樓"
"劉志偉"|"724 馬公民有街343號8樓"
"彭志遠"|"36095 板橋縣忠義路31號之0"
"黃麗珠"|"75328 基隆民有巷76號之8"
"楊明宗"|"89865 白沙市長安巷8段86號之3"
"楊美英"|"23828 新竹縣永和巷291號5樓"
"吳淑華"|"45684 新竹和平路12號9樓"
"江明宏"|"413 員林中興路25號之9"
"黃雅婷"|"997 橫山縣中華路880號之7"
"李國華"|"968 八德市興街3號2樓"
"賴秀枝"|"62242 三重中央巷3號之9"
"劉志明"|"87530 汐止長春街2號0樓"
"廖俊銘"|"79184 三重市淡水路3段116號之9"
"周進興"|"97064 花蓮大安巷4號5樓"
"許秀美"|"804 三重明德巷27號之9"
"吳俊銘"|"48700 梅山市忠孝巷166號之3"
"黃志強"|"69589 苗栗縣松山巷1段925號2樓"
"溫志成"|"311 三重縣學府巷5段684號之3"
"楊淑華"|"759 太平動物園街4號4樓"
"方文祥"|"110 澎湖和街路4段1號8樓"
"沈秀蘭"|"783 楊梅和平街1號4樓"
"劉怡君"|"49407 北港頂福州街150號之4"
"蔡淑貞"|"522 金門市中華巷6號之5"
"王美惠"|"689 嘉義縣昆陽巷7段32號之5"
"留麗卿"|"993 高雄縣昆陽路311號之0"
"王美鳳"|"444 高雄縣廣慈街413號之7"
"呂仁傑"|"60749 牡丹市新生路5號之4"
"林美玲"|"223 竹北縣文昌巷88號之6"
"蕭婉婷"|"893 桃園縣平和路7段95號之4"
"林金蓮"|"975 新北市頂福州巷9段5號之2"
"洪玉梅"|"481 高雄縣明德巷4號之8"
"劉承翰"|"186 新營縣萬隆路9號7樓"
"謝志成"|"72416 臺中縣西門路2號7樓"
"羅心怡"|"97987 新營縣延平路4段287號3樓"
"徐文龍"|"920 宜蘭市和平街400號6樓"
"林秀琴"|"524 南投新興街4段8號7樓"
"羅志成"|"10491 中壢長安巷7號之3"
"李宇軒"|"915 嘉義大勇街910號4樓"
"馮怡君"|"390 台南市民有巷28號9樓"
"陳美珠"|"502 太平芝山街7段999號之7"
"吳柏宏"|"92106 桃園市石牌路4號1樓"
"劉文忠"|"42171 新竹縣中華街70號2樓"
"李美玲"|"52084 橫山芝山巷34號9樓"
"陳宇翔"|"900 員林永安街1號0樓"
"林文彬"|"493 員林文昌巷322號之3"
"羅俊銘"|"17034 基隆土城巷88號9樓"
"李建興"|"49868 太平市明德街7段7號之5"
"劉俊宏"|"945 楊梅東湖街30號之2"
"劉子晴"|"17419 橫山市石牌路1段749號3樓"
"李志偉"|"256 雲林萬隆路61號8樓"
"林志強"|"97097 卑南市蘆洲巷246號7樓"
"劉文雄"|"14179 北港市福安街8段80號之4"
"魏建宏"|"868 新營縣新北投巷952號8樓"
"黃秀娟"|"508 臺東土城路674號0樓"
"楊心怡"|"567 斗六古亭路133號之9"
"李秀玉"|"443 彰化國凱八德街5號之2"
"莊秋香"|"49053 臺東縣新生路904號之7"
"許佳蓉"|"93353 桃園民族巷2段2號0樓"
"李美玲"|"456 太平市大同巷597號之5"
"曾國雄"|"91798 南投縣和平街6段961號7樓"
"黃佳蓉"|"73709 新竹縣仁愛路13號1樓"
"劉明哲"|"457 北港中山巷77號之4"
"周家宏"|"146 蘆竹中和街3段4號4樓"
"吳淑貞"|"47417 中壢縣五福街8號之5"
"黃雅筑"|"96494 蘆竹市昆陽巷197號之6"
"陳玉美"|"89915 太平市福安街639號之6"
"黃淑娟"|"686 三重四維街220號之3"
"劉志忠"|"24270 嘉義莒光巷110號之1"
"呂玉蘭"|"56550 臺中市新北投街53號之3"
"黃美慧"|"11185 阿里山動物園路35號6樓"
"王春美"|"69625 連江土城巷62號之1"
"劉明宗"|"10722 楊梅華興路141號4樓"
"黃芯語"|"13746 宜蘭縣四維巷3段518號6樓"
"林羽彤"|"353 北港紅樹林巷242號之0"
"黃明輝"|"585 太保市萬隆巷61號3樓"
"邱志偉"|"161 臺東芝山巷84號之2"
"戴家豪"|"270 宜蘭市府中街698號之3"
