"丁志銘","78228 鳳山雙連路3段88號0樓"
"林信宏","404 員林縣新興路5號之3"
"凃文傑","27198 古坑市永和街7號之9"
"萬俊廷","58345 台東市劍南街90號6樓"
"許志宏","935 朴子市長安路7號9樓"
"廖宇軒","28497 嘉義和街巷2段857號之7"
"陳俊傑","12671 馬公市松山路1段1號2樓"
"陳素卿","897 橫山縣奇岩巷43號之0"
"潘碧珠","204 光復市福德路7號8樓"
"葉文華","458 光復市古亭路36號7樓"
"陳子涵","70348 關山景美街2號8樓"
"李麗珍","57186 樹林中華巷1段63號之6"
"凌玉鳳","386 蘆洲縣中和路82號9樓"
"陳麗雲","166 北港縣昆陽巷8號9樓"
"高建華","915 彰化光明街3段2號之7"
"余淑惠","50446 新北博愛路3號8樓"
"林麗雪","41529 屏東縣東興路3號5樓"
"蔡玉琴","60016 桃園縣建國路763號之0"
"黃淑芬","436 古坑民富巷2段75號之4"
"楊美珍","82758 雲林中央巷2號0樓"
"林美惠","700 北斗五福路723號7樓"
"鄔建宏","997 汐止仁愛路18號6樓"
"劉世明","203 新竹縣士林路4號之6"
"林國華","90453 光復市迴龍巷3段338號之0"
"張文賢","27655 太保和平巷4號之6"
"田志遠","30951 太保縣自由巷83號之9"
"梁家豪","28834 牡丹縣公園街7段9號7樓"
"楊志偉","584 中和縣中和巷5段148號1樓"
"郭雅玲","33114 南投自立巷94號之8"
"彭雅雯","666 橫山市莒光巷507號4樓"
"李永昌","424 古坑縣民治巷553號之8"
"陳正雄","72369 永和仁愛巷8段508號6樓"
"劉俊宏","70334 板橋長安巷106號之4"
"戴秀珍","73703 新營新生街2號5樓"
"王俊佑","362 永和太平街821號3樓"
"林金鳳","203 草屯縣自強巷282號1樓"
"劉秀琴","74468 牡丹縣東興街648號7樓"
"魏靜怡","663 斗六大智路9號之3"
"方建良","735 臺東市延平巷3段1號之4"
"王美惠","528 永和五福街7號之9"
"林志成","52890 新竹市仁愛路3段3號9樓"
"康博文","48507 頭份市雙連路799號9樓"
"劉俊男","21931 頭份芝山巷3號之9"
"許麗華","91521 苗栗新北投路5號之4"
"周惠玲","953 臺中文山街82號之7"
"王哲維","872 汐止自由街3段5號7樓"
"劉宥蓁","742 中壢華興巷296號之6"
"莫秀枝","937 宜蘭市大仁街58號3樓"
"楊宗翰","656 北港光復巷7號之2"
"謝金龍","13024 新營市福安路7段33號8樓"
"陳宗霖","79949 彰化自由街1號之0"
"張明宗","693 北斗市新埔路948號9樓"
"劉俊銘","46567 桃園廣慈巷8段9號3樓"
"賴秋香","418 朴子市廣慈路775號7樓"
"徐俊明","78989 斗六縣永和巷5號之5"
"林俊佑","574 金門民權巷517號4樓"
"黃玉鳳","143 平鎮新店街767號之9"
"常哲維","63230 北港和街路6段91號之2"
"陳心怡","84320 台中市大同街1段4號7樓"
"蘇政宏","79001 金門縣大同路9號0樓"
"蔡秀玉","317 桃園縣松山路5號2樓"
"劉柏霖","12753 新北縣象山路327號之8"
"劉信宏","366 蘆竹大勇路52號8樓"
"許素貞","624 馬公市新莊路40號之0"
"趙淑卿","160 彰化民族路52號5樓"
"鍾國榮","74837 阿里山縣龍山寺街8段596號之7"
"謝仁傑","98285 樹林三民路56號2樓"
"董志豪","204 中壢市西門路75號之8"
"陳冠宏","13929 馬公市華興路21號0樓"
"劉建成","796 八德市永寧巷83號2樓"
"莊素珠","628 台南市自由路3號之6"
"雷宗翰","496 板橋中和街4段2號之8"
"劉凱翔","53568 阿里山水源路2號之8"
"劉惠玲","59943 大里松山路72號之7"
"馮嘉宏","89669 連江市奇岩街7段26號8樓"
"簡麗珍","89908 臺中公園巷994號5樓"
"黃美娟","856 中壢大坪巷4號之6"
"童美玲","62509 三重新興路816號之1"
"程美玉","77216 桃園育英街584號之9"
"呂淑美","72840 台北文昌路7段24號7樓"
"林秀梅","188 太保市中華街926號0樓"
"魏佳玲","21837 蘆洲縣延平街88號5樓"
"劉品睿","639 楊梅永安巷465號之9"
"葉嘉宏","45418 高雄市民有巷957號之0"
"陳彥廷","94509 屏東市華興巷5號之6"
"陳志忠","463 連江永寧路19號之4"
"黄麗雲","941 宜蘭自由路858號之2"
"徐雨霏","229 嘉義縣中山街5段2號之5"
"呂哲瑋","306 板橋萬隆巷97號4樓"
"陳志明","161 大里大同巷844號3樓"
"陳俊宏","295 高雄市北投路833號1樓"
"蔡惠玲","16127 中壢福安路2號之7"
"劉家銘","291 南投和平街3段1號之4"
"陳玉蘭","35126 大里市光復路69號4樓"
"王雅雯","49591 基隆縣芝山巷8段2號5樓"
"李宇翔","86668 蘆竹長春路6段57號0樓"
"黃淑貞","960 新營市松山巷4段28號之9"
"藍淑芳","58132 梅山縣和街路63號之4"
"張碧霞","72780 楊梅大智巷9號4樓"
"黃惠美","22350 台中西門路113號之4"
"柯志誠","700 豐原縣西門巷614號3樓"
"呂美玲","280 草屯市新北投街763號3樓"
"劉寶珠","139 太保市松山街895號之9"
"林哲維","80480 阿里山縣龍山寺街3號之8"
"郭淑芬","38971 桃園市奇岩街91號6樓"
"曾承翰","563 雲林縣忠孝巷4號4樓"
"朱秀霞","493 頭份東興路2號1樓"
"游俊明","64336 桃園縣明德巷32號之2"
"廖素琴","810 永康市光華街13號2樓"
"陳惠玲","607 嘉義縣中華街4號9樓"
"陳明德","426 樹林市國凱八德路50號5樓"
"張志宏","573 嘉義市萬隆巷279號6樓"
"劉寶珠","977 基隆新店巷97號之5"
"陳麗卿","99256 花蓮縣景美街23號之7"
"溫家瑋","66459 北竿市永寧路4號之6"
"連家銘","63397 新竹古亭街9號5樓"
"游建宏","97292 新營成功巷6號3樓"
"柳俊廷","100 北斗市光復路1段71號之8"
"王國雄","70062 新北縣博愛路753號5樓"
"郭子翔","542 板橋市新北投街81號0樓"
"陳文龍","797 北斗新北投路6段943號之4"
"潘金龍","644 臺中市新北投街8號之8"
"劉建宏","75347 台南縣中央街5號之9"
"劉家豪","689 草屯象山路641號之5"
"吳麗華","644 朴子文山街860號之0"
"萬美珠","558 朴子市新生巷719號之3"
"黃威廷","80623 新北民生巷3段4號2樓"
"陳碧霞","68920 太保新埔路53號之8"
"李玉英","14573 永康縣民生巷5號之9"
"許怡君","47367 新竹市小碧潭街5段70號5樓"
"李冠宏","492 白沙新埔巷20號之4"
"賴聰明","87912 蘆竹劍南巷3段312號之7"
"劉建成","34463 阿里山縣大勇路3段3號7樓"
"鐘秀蓮","189 新營縣五福巷8段418號0樓"
"林秀蘭","961 員林府中巷8號2樓"
"鄧凱翔","95704 大里縣忠義路4段6號之7"
"劉建宏","35909 三重福安巷10號5樓"
"黃寶珠","962 基隆市長春路1段834號之2"
"梁志明","43213 梅山縣忠孝路4段720號0樓"
"方彥廷","16751 古坑縣天母街23號7樓"
"古秀蘭","950 太保關渡街1號之9"
"許俊男","883 竹田市淡水巷8號之9"
"劉建興","705 新營縣明德街296號4樓"
"王秀鳳","13527 汐止中正巷1段2號之5"
"王雅玲","45637 頭份縣大同巷8號3樓"
"余家豪","469 頭份市和平巷9段4號之1"
"易美雲","98670 八德縣仁愛巷2段8號之7"
"楊家瑋","918 北斗新生路65號2樓"
"謝國華","84613 褒忠市民富街71號之2"
"林家銘","65938 太平縣萬隆巷915號0樓"
"陳義雄","71134 豐原東興路89號之2"
"林金龍","650 新竹民有巷5段1號之8"
"劉心怡","10493 斗六莒光路6段908號7樓"
"曾聰明","667 八德頂福州街111號之7"
"許嘉宏","915 梅山復興路199號之4"
"黃志鴻","528 蘆洲縣忠孝巷4號之5"
"何麗美","43077 太平市五福路58號9樓"
"鄭月英","21678 基隆府中巷8段360號2樓"
"許哲維","83357 大里象山街3段10號之8"
"鄭佩珊","83360 豐原國凱八德街18號之0"
"吳秀蘭","33577 朴子興巷35號之8"
"楊文龍","69352 卑南市劍潭路593號2樓"
"劉志強","14951 頭份市大智巷76號之1"
"彭博文","68110 北港龍山寺路286號2樓"
"彭柏翰","32836 蘆洲民族巷5號0樓"
"曾淑芬","41746 汐止自由街4段377號4樓"
"蔡勝雄","82649 板橋松山街54號3樓"
"梁柏霖","921 彰化市中興路1號之3"
"彭怡萱","828 連江自立巷808號之4"
"林雅雯","29176 鳳山市正義路5號之3"
"謝美珠","989 平鎮縣自由街84號2樓"
"呂文章","87278 關山關渡巷5段9號之2"
"劉志忠","81311 斗六忠孝街55號之9"
"吳冠廷","703 基隆市育英巷262號之1"
"詹冠宏","71727 卑南縣東興巷80號5樓"
"楊冠霖","795 卑南縣文化路6段524號0樓"
"陳麗華","481 白沙象山路354號之3"
"莊志豪","32554 員林縣民有街7段11號8樓"
"李淑華","167 新竹東湖街6號8樓"
"李秀珍","72857 南投四維路5號之7"
"蕭政宏","85229 北斗縣動物園路80號之6"
"陳志強","395 台東國凱八德巷295號2樓"
"劉志文","31140 阿里山市土城巷3段67號之7"
"洪月娥","566 新竹縣天母巷19號9樓"
"陳淑卿","18657 古坑劍南街143號之0"
"廖淑貞","42551 新營學府街6號6樓"
"羅明輝","25912 蘆竹華興街513號0樓"
"洪家豪","853 北竿勝利街924號之5"
"黃凱翔","932 基隆長安路74號6樓"
"簡宗翰","49454 關山縣三民街94號之9"
"陳志賢","23459 樹林縣萬隆街35號3樓"
"呂秀英","55906 永和縣大同巷540號2樓"
"劉怡君","36714 嘉義縣蘆洲路4段40號2樓"
"蔡麗華","14617 竹田華興巷959號5樓"
"黃信宏","794 永和縣新生路5段440號之2"
"黃志成","335 樹林市新生街470號2樓"
"李志誠","86226 褒忠市天母路357號之7"
"卓美雲","66284 中壢三民巷876號8樓"
"蘇秀美","85600 牡丹市新生巷7號2樓"
"陳靜怡","30319 新營縣民富路37號6樓"
"黃美玉","67918 草屯勝利巷396號0樓"
"蔣宥辰","84404 北港市和街巷628號8樓"
"劉文彬","96220 平鎮文山路233號4樓"
"翁玉英","13093 彰化市民族巷5號之0"
"賴文祥","82212 澎湖大坪街9號之7"
"鄭志誠","66220 梅山市林森路6號之6"
"林俊明","25631 中壢縣大智街81號0樓"
"鄭美蘭","24884 樹林市成功路51號9樓"
"李麗雲","553 三重中央路5號9樓"
"吳明輝","126 新竹縣福安街452號3樓"
"郭文賢","963 竹北縣民治路154號之7"
"鄭冠廷","60114 竹田小碧潭街6段29號之9"
"劉文忠","48598 中和縣大坪巷1段631號9樓"
"徐哲瑋","45060 蘆竹蘆洲街7段79號1樓"
"何秀蘭","60697 員林縣蘆洲街2號3樓"
"詹美蘭","760 員林新生路44號之7"
"趙冠宇","423 平鎮光明街102號之5"
"林麗珠","963 豐原南巷39號之3"
"蘇文正","744 雲林復興街6號9樓"
"賴俊雄","897 白沙雙連街3段54號之6"
"温志宏","181 豐原和平街2號6樓"
"余世明","67562 阿里山德路817號9樓"
"劉文正","13958 平鎮大勇巷98號6樓"
"許美惠","24111 光復民權巷21號5樓"
"陳冠廷","47093 太保市民族路9號之1"
"吳淑美","48475 斗六市小碧潭街94號之2"
"林美珍","136 蘆竹正義街104號之4"
"黃秀英","99720 太平中華巷2號6樓"
"陳世明","273 新北縣華興路911號1樓"
"蔡志銘","67914 斗六大安路794號之7"
"吳志偉","968 北斗市廣慈路6段706號0樓"
"陳雅萍","85863 太保四維路360號3樓"
"劉文雄","152 梅山大坪路7號5樓"
"陳素珠","766 金門中華路692號之9"
"江麗娟","20067 牡丹縣大安路705號之9"
"詹志明","743 太保林森路11號之6"
"黃武雄","395 頭份市動物園巷324號4樓"
"林文正","101 八德大橋頭巷2段2號0樓"
"游建良","728 新營士林巷31號之1"
"盧哲維","103 臺中市復興巷2段57號之1"
"林素貞","824 新竹市大同街658號1樓"
"林淑玲","306 白沙松山街557號之0"
"劉柏宏","44131 北港縣民有路9段791號之2"
"林淑卿","452 新北建國街840號5樓"
"謝碧珠","833 澎湖育英路34號5樓"
"張進財","819 白沙縣動物園路2號之2"
"謝宇軒","41285 桃園市民生巷917號之1"
"劉建志","472 中壢縣大勇巷3段413號之4"
"劉明德","14675 北斗民族路98號9樓"
"蘇國華","58202 牡丹市仁愛街21號1樓"
"蔡宸睿","63897 關山新生巷64號5樓"
"黃淑娟","468 中和水源街57號之0"
"劉欣怡","69735 蘆洲縣新店街6段5號2樓"
"詹素貞","936 永和紅樹林街8號之5"
"柳文忠","71399 南投自由路9號2樓"
"劉秀美","22035 橫山育英巷14號9樓"
"胡麗娟","14797 永和市東興巷96號之0"
"劉政宏","24949 蘆竹縣大同路18號9樓"
"顏志成","94811 古坑市正義路8號之0"
"尤志賢","58985 褒忠自由街6號之1"
"陳秀玲","522 蘆洲國凱八德街464號5樓"
"賴志偉","217 桃園大同路5號0樓"
"劉永昌","58566 斗六林森路1號之9"
"潘鈺婷","109 草屯市水源路69號之2"
"莊子翔","57119 朴子永和路533號3樓"
"吳冠宇","367 頭份自由巷888號1樓"
"高建宏","35619 橫山大安路457號之0"
"林慧玲","166 蘆竹正義街3號之1"
"孫美珠","419 汐止縣華興巷703號之3"
"吳靜宜","86671 汐止縣四維巷803號1樓"
"謝淑慧","17138 新竹小碧潭巷163號之4"
"張家瑋","908 梅山市關渡巷56號之5"
"劉淑娟","74136 竹田縣忠孝巷6段4號之9"
"李彥廷","342 頭份南巷40號9樓"
"楊麗華","993 高雄市大坪路55號之7"
"張秀美","67258 北斗市成功路6號之9"
"吳俊宏","29535 臺東市劍潭巷10號之2"
"陳淑敏","820 台南西門路44號2樓"
"曾玉蘭","98757 桃園縣芝山巷8號之4"
"黃柏翰","13387 頭份古亭巷6段1號5樓"
"陳俊佑","710 頭份市文昌街2號1樓"
"高信宏","77221 臺中永和巷61號之9"
"劉淑慧","38221 北斗新莊街1號之3"
"廖國榮","675 台北縣建國路28號之9"
"黎家銘","16938 桃園市小碧潭路2號9樓"
"林美惠","195 關山縣頂福州巷9號5樓"
"徐美蘭","93765 阿里山新興路917號3樓"
"張聰明","34630 澎湖縣大仁巷816號之4"
"施柏宏","90840 白沙土城巷9號之8"
"蔡建興","21490 楊梅光明街55號之5"
"潘美玲","133 臺東德巷27號3樓"
"張惠珍","83387 八德市興巷975號之5"
"劉淑美","444 草屯市自立街5號之7"
"宋秋香","31687 褒忠市民生路73號3樓"
"黃美鳳","45793 阿里山市莒光路983號之3"
"劉子翔","51479 北港水源街398號0樓"
"林玉梅","64760 白沙市土城街5號8樓"
"趙承恩","100 牡丹淡水路800號3樓"
"葉惠美","881 台南市龍山寺巷14號之8"
"劉義雄","385 雲林中興路2段51號之5"
"丁麗雲","660 花蓮縣勝利巷10號7樓"
"郭心怡","48622 褒忠縣新北投街1段350號之9"
"劉淑芳","222 永康新莊路63號之3"
"蔡家銘","571 北港市長安街9號8樓"
"馮宗霖","715 高雄市林森街84號之8"
"劉志強","952 新竹市育英街7號之7"
"李美娟","87149 蘆竹大智巷299號之6"
"林志雄","54897 中和和平路97號之2"
"許淑貞","67641 雲林蘆洲街944號之5"
"翁志誠","633 金門信義巷4段499號8樓"
"陳志強","665 太保縣新生巷18號之9"
"宋文賢","635 古坑動物園路262號之3"
"劉淑芳","86551 花蓮市府中街1號2樓"
"徐俊宇","498 古坑西門路629號9樓"
"林淑芬","793 新竹廣慈巷47號2樓"
"蘇承翰","43380 阿里山府中路5段8號5樓"
"葛碧霞","65329 鳳山市萬隆街1號之2"
"馮世昌","346 三重民生路440號之3"
"陳月娥","640 鳳山縣和街街9段241號之8"
"甘家宏","54524 太保頂福州街70號之8"
"李秀娟","43720 北港縣福德街9號9樓"
"陳心怡","422 關山忠孝街7號之8"
"劉淑華","673 蘆竹大同街1號8樓"
"陳玉梅","29807 梅山縣府中巷31號3樓"
"陳淑娟","773 豐原長春路5號之3"
"吳麗香","45178 彰化縣關渡路177號之0"
"陳俊男","42747 金門雙連街29號之6"
"吳建中","87381 三重新埔路2段20號之0"
"鄭俊良","52443 花蓮縣府中巷669號4樓"
"蕭美蘭","93620 台南新生街374號6樓"
"吳麗雪","28989 楊梅市文化路3號0樓"
"林秀玉","790 馬公新埔街5號9樓"
"劉淑貞","141 草屯文化巷659號之8"
"林美蘭","324 馬公雙連巷82號之3"
"吳志宏","98855 苗栗信義路71號4樓"
"楊宇翔","10965 草屯東湖街996號之8"
"賴承翰","61666 馬公景美街1段50號之0"
"邱文祥","674 屏東縣奇岩街4段717號之1"
"徐正雄","456 太保大仁街94號之7"
"張志誠","695 頭份市大勇街6號2樓"
"陳素卿","88986 八德市福安路6號3樓"
"李俊宏","450 豐原縣士林巷965號2樓"
"劉淑貞","634 屏東市大勇巷306號之9"
"范建宏","28577 阿里山南巷494號6樓"
"吳明宗","14870 關山市大橋頭巷3號之9"
"邱進發","105 連江大仁巷552號9樓"
"李玉美","434 澎湖縣東興街9段7號之1"
